# SeaFEM body kinematics file v.1.0
DataSets	Body data Auto5
SubSets	Movements	Velocities	Accelerations
numResults	18
time[s]	Surge	Sway	Heave	Roll	Pitch	Yaw	Surge_Vel	Sway_Vel	Heave_Vel	Roll_Vel	Pitch_Vel	Yaw_Vel	Surge_Accel	Sway_Accel	Heave_Accel	Roll_Accel	Pitch_Accel	Yaw_Accel
180	9.07101	4.37673	-0.513259	-0.00418762	-0.0906526	0.0025392	0.319214	0.0489081	-0.327527	-9.44946e-05	0.000131341	-0.000187247	-0.180875	-0.019352	-0.0838061	-1.41978e-05	0.000480216	-0.000329522
180.1	9.10201	4.38153	-0.546416	-0.00419713	-0.0906371	0.00251877	0.300642	0.0469854	-0.335627	-9.57242e-05	0.000179167	-0.00022138	-0.188959	-0.0191439	-0.0791204	-1.10281e-05	0.00047696	-0.000349195
180.2	9.1311	4.38613	-0.58036	-0.00420675	-0.0906168	0.00249482	0.281274	0.0450872	-0.343252	-9.66569e-05	0.000226556	-0.000257582	-0.196819	-0.0188726	-0.0743342	-8.19268e-06	0.000471839	-0.000370574
180.3	9.15822	4.39055	-0.615042	-0.00421645	-0.0905918	0.00246714	0.261136	0.0432198	-0.350392	-9.73266e-05	0.000273321	-0.000295994	-0.20443	-0.0185419	-0.0694534	-5.69987e-06	0.000464866	-0.000393144
180.4	9.18329	4.39478	-0.650414	-0.0042262	-0.0905622	0.00243551	0.240253	0.0413888	-0.35704	-9.77675e-05	0.000319278	-0.000336699	-0.211764	-0.0181556	-0.0644866	-3.54841e-06	0.000456039	-0.000416334
180.5	9.20624	4.39883	-0.686425	-0.00423599	-0.090528	0.00239969	0.218654	0.0395995	-0.363185	-9.80132e-05	0.000364242	-0.000379724	-0.218793	-0.0177177	-0.0594414	-1.72957e-06	0.000445372	-0.000439516
180.6	9.22699	4.4027	-0.723025	-0.00424579	-0.0904894	0.00235945	0.196373	0.0378569	-0.368823	-9.8096e-05	0.00040803	-0.000425026	-0.225488	-0.0172325	-0.0543262	-2.26813e-07	0.000432888	-0.000462028
180.7	9.24548	4.4064	-0.760163	-0.0042556	-0.0904465	0.00231457	0.173445	0.0361653	-0.373945	-9.8046e-05	0.000450463	-0.000472497	-0.231821	-0.0167046	-0.049149	9.83706e-07	0.000418617	-0.000483171
180.8	9.26164	4.40994	-0.797788	-0.0042654	-0.0903994	0.00226485	0.149906	0.0345288	-0.378546	-9.78907e-05	0.000491364	-0.000521958	-0.237764	-0.0161385	-0.0439184	1.93272e-06	0.000402602	-0.00050223
180.9	9.27543	4.41331	-0.835846	-0.00427518	-0.0903483	0.00221009	0.125798	0.0329509	-0.382621	-9.7654e-05	0.000530561	-0.000573156	-0.243287	-0.0155388	-0.0386427	2.65721e-06	0.000384893	-0.000518483
