# SeaFEM body kinematics file v.1.0
DataSets	Body data Auto5
SubSets	Movements	Velocities	Accelerations
numResults	18
time[s]	Surge	Sway	Heave	Roll	Pitch	Yaw	Surge_Vel	Sway_Vel	Heave_Vel	Roll_Vel	Pitch_Vel	Yaw_Vel	Surge_Accel	Sway_Accel	Heave_Accel	Roll_Accel	Pitch_Accel	Yaw_Accel
180	8.46077	4.18489	0.280359	-0.00403564	-0.0896096	0.000755596	1.13921	-0.00352515	0.554202	0.000107715	-0.000770661	0.000397678	0.128407	0.0358974	-0.0555323	-3.95647e-05	0.000284554	9.58879e-05
180.1	8.5753	4.18472	0.335479	-0.00402507	-0.0896852	0.000795825	1.15132	-3.35272e-06	0.548212	0.000103643	-0.000740616	0.000406894	0.116342	0.0347651	-0.0628097	-4.14901e-05	0.000311045	8.96689e-05
180.2	8.69098	4.18489	0.389965	-0.00401492	-0.0897576	0.000836943	1.16221	0.00340107	0.541501	9.93851e-05	-0.000708004	0.000415482	0.103886	0.0335636	-0.0699787	-4.33014e-05	0.000336183	8.33548e-05
180.3	8.80768	4.18539	0.443744	-0.00400521	-0.0898267	0.000878889	1.17183	0.00668142	0.53408	9.49531e-05	-0.000672963	0.000423432	0.0910624	0.0322967	-0.077028	-4.49993e-05	0.000359881	7.69318e-05
180.4	8.92528	4.18622	0.496746	-0.00399594	-0.0898921	0.000921597	1.18015	0.00983136	0.525962	9.03581e-05	-0.000635648	0.000430733	0.0779007	0.030968	-0.0839454	-4.65837e-05	0.000382	7.0387e-05
180.5	9.04364	4.18735	0.548901	-0.00398714	-0.0899537	0.000965002	1.18713	0.0128449	0.517161	8.56115e-05	-0.000596223	0.00043737	0.0644309	0.0295811	-0.09072	-4.80553e-05	0.000402424	6.37075e-05
180.6	9.16263	4.18878	0.600144	-0.00397883	-0.0900112	0.00100904	1.19275	0.0157166	0.507692	8.07244e-05	-0.000554863	0.000443332	0.0506847	0.0281399	-0.0973412	-4.94146e-05	0.000421045	5.68805e-05
180.7	9.28212	4.19049	0.650407	-0.003971	-0.0900646	0.00105363	1.19698	0.0184411	0.49757	7.5708e-05	-0.000511756	0.0004486	0.0366948	0.0266485	-0.103799	-5.06628e-05	0.00043776	4.9894e-05
180.8	9.40196	4.19246	0.699626	-0.00396369	-0.0901135	0.00109872	1.19979	0.0210137	0.486813	7.05735e-05	-0.000467097	0.00045316	0.0224949	0.0251108	-0.110084	-5.1801e-05	0.000452477	4.2737e-05
180.9	9.522	4.19468	0.747738	-0.00395689	-0.0901579	0.00114423	1.20118	0.02343	0.475438	6.53316e-05	-0.000421091	0.000456994	0.00812016	0.023531	-0.116189	-5.28307e-05	0.000465114	3.53992e-05
