# SeaFEM body kinematics file v.1.0
DataSets	Body data Auto5
SubSets	Movements	Velocities	Accelerations
numResults	18
time[s]	Surge	Sway	Heave	Roll	Pitch	Yaw	Surge_Vel	Sway_Vel	Heave_Vel	Roll_Vel	Pitch_Vel	Yaw_Vel	Surge_Accel	Sway_Accel	Heave_Accel	Roll_Accel	Pitch_Accel	Yaw_Accel
180	7.98681	4.19542	-1.33412	-0.00418256	-0.0891634	0.0016602	0.0124854	0.0437272	-0.025435	3.45014e-06	-0.000297194	0.000102218	0.0100711	0.00553467	0.0042887	-2.96411e-05	-3.6405e-05	-0.000177034
180.1	7.98811	4.19982	-1.33665	-0.00418237	-0.0891933	0.00166953	0.0135098	0.0442585	-0.0250589	4.63638e-07	-0.000300237	8.43996e-05	0.0103601	0.00516647	0.00340794	-3.00143e-05	-2.64569e-05	-0.000178957
180.2	7.98951	4.20427	-1.33914	-0.00418247	-0.0892234	0.00167707	0.014557	0.0447533	-0.0247704	-2.54957e-06	-0.000302273	6.6464e-05	0.0105463	0.00480164	0.00253693	-3.02106e-05	-1.6297e-05	-0.000179621
180.3	7.99102	4.20877	-1.3416	-0.00418288	-0.0892537	0.00168282	0.0156166	0.0452118	-0.0245682	-5.57178e-06	-0.000303284	4.85373e-05	0.0106288	0.00444164	0.00167887	-3.02298e-05	-5.97287e-06	-0.000179031
180.4	7.99264	4.21331	-1.34406	-0.00418359	-0.089284	0.00168678	0.0166782	0.0456348	-0.0244508	-8.58527e-06	-0.000303255	3.07441e-05	0.0106072	0.00408788	0.000836696	-3.00716e-05	4.46435e-06	-0.000177199
180.5	7.99436	4.21789	-1.3465	-0.00418459	-0.0893143	0.00168898	0.0177313	0.0460228	-0.0244166	-1.15723e-05	-0.000302178	1.32073e-05	0.0104811	0.00374169	1.33033e-05	-2.97369e-05	1.49604e-05	-0.000174147
180.6	7.99618	4.22251	-1.34894	-0.0041859	-0.0893444	0.00168944	0.0187656	0.0463767	-0.0244633	-1.45155e-05	-0.000300052	-3.95274e-06	0.010251	0.00340432	-0.000788513	-2.92279e-05	2.54633e-05	-0.000169903
180.7	7.99811	4.22717	-1.3514	-0.00418749	-0.0893742	0.00168822	0.0197707	0.0466975	-0.0245888	-1.73975e-05	-0.000296879	-2.06193e-05	0.00991722	0.00307692	-0.00156606	-2.85481e-05	3.59173e-05	-0.000164508
180.8	8.00013	4.23185	-1.35386	-0.00418937	-0.0894037	0.00168535	0.0207362	0.0469862	-0.0247905	-2.02015e-05	-0.000292666	-3.668e-05	0.00948087	0.00276054	-0.00231674	-2.77018e-05	4.62683e-05	-0.000158005
180.9	8.00225	4.23656	-1.35636	-0.00419153	-0.0894327	0.00168092	0.0216521	0.047244	-0.0250654	-2.29113e-05	-0.000287428	-5.20272e-05	0.0089433	0.00245614	-0.00303808	-2.6695e-05	5.6456e-05	-0.000150451
