# SeaFEM body kinematics file v.1.0
DataSets	Body data Auto5
SubSets	Movements	Velocities	Accelerations
numResults	18
time[s]	Surge	Sway	Heave	Roll	Pitch	Yaw	Surge_Vel	Sway_Vel	Heave_Vel	Roll_Vel	Pitch_Vel	Yaw_Vel	Surge_Accel	Sway_Accel	Heave_Accel	Roll_Accel	Pitch_Accel	Yaw_Accel
180	11.0847	4.63007	-0.603709	-0.00420299	-0.0888955	0.00143089	-0.152429	0.45275	0.239088	0.00018831	0.000140674	0.000266047	-0.0413123	0.0408733	-0.0240865	-0.000100096	-6.44525e-05	3.44246e-05
180.1	11.0693	4.67554	-0.57993	-0.00418469	-0.0888818	0.00145765	-0.156378	0.456583	0.23649	0.000177744	0.000133828	0.000269273	-0.0382886	0.0366289	-0.027237	-0.000109382	-7.11252e-05	3.08295e-05
180.2	11.0535	4.72137	-0.556426	-0.00416749	-0.0888688	0.00148472	-0.160019	0.459983	0.23358	0.000166278	0.000126334	0.000272137	-0.0351554	0.0322525	-0.0303402	-0.000118172	-7.74832e-05	2.71653e-05
180.3	11.0373	4.76751	-0.533229	-0.00415148	-0.0888566	0.00151206	-0.163341	0.462938	0.230363	0.000153965	0.000118225	0.000274629	-0.0319191	0.0277522	-0.0333913	-0.000126431	-8.35068e-05	2.3427e-05
180.4	11.0208	4.81393	-0.510369	-0.00413674	-0.0888452	0.00153963	-0.166333	0.465437	0.226844	0.000140862	0.000109534	0.000276742	-0.0285876	0.0231383	-0.0363849	-0.000134107	-8.91658e-05	1.96094e-05
180.5	11.0041	4.86058	-0.487875	-0.00412334	-0.0888347	0.00156739	-0.168986	0.467468	0.22303	0.000127028	0.000100302	0.000278469	-0.0251686	0.0184208	-0.0393162	-0.000141158	-9.44346e-05	1.57083e-05
180.6	10.9871	4.9074	-0.465778	-0.00411137	-0.0888251	0.0015953	-0.171293	0.469021	0.218926	0.000112529	9.0567e-05	0.000279801	-0.0216705	0.0136108	-0.0421805	-0.00014754	-9.92891e-05	1.17195e-05
180.7	10.9698	4.95436	-0.444104	-0.00410087	-0.0888166	0.00162333	-0.173246	0.470089	0.214541	9.74345e-05	8.0373e-05	0.000280728	-0.0181017	0.00871943	-0.0449735	-0.000153216	-0.000103707	7.63954e-06
180.8	10.9524	5.00139	-0.422883	-0.00409191	-0.0888091	0.00165143	-0.174838	0.470663	0.20988	8.18167e-05	6.97647e-05	0.000281241	-0.0144711	0.00375842	-0.0476913	-0.000158152	-0.000107667	3.46555e-06
180.9	10.9349	5.04846	-0.402142	-0.00408453	-0.0888027	0.00167956	-0.176065	0.470738	0.204953	6.57516e-05	5.87889e-05	0.000281332	-0.0107877	-0.00126015	-0.05033	-0.000162316	-0.000111152	-8.04527e-07
181	10.9172	5.09552	-0.381906	-0.00407877	-0.0887974	0.00170767	-0.17692	0.470308	0.199766	4.93182e-05	4.74941e-05	0.000280989	-0.00706088	-0.00632391	-0.0528864	-0.000165681	-0.000114146	-5.17191e-06
181.1	10.8995	5.1425	-0.362201	-0.00407468	-0.0887932	0.00173573	-0.1774	0.46937	0.19433	3.25976e-05	3.59302e-05	0.000280204	-0.00330004	-0.0114202	-0.0553572	-0.000168222	-0.000116634	-9.6369e-06
181.2	10.8818	5.18936	-0.343052	-0.00407226	-0.0887902	0.00176369	-0.177503	0.467921	0.188651	1.56736e-05	2.41485e-05	0.000278967	0.00048518	-0.016536	-0.0577399	-0.000169919	-0.000118605	-1.41988e-05
181.3	10.864	5.23606	-0.324483	-0.00407155	-0.0887884	0.0017915	-0.177227	0.46596	0.182739	-1.3687e-06	1.22014e-05	0.000277268	0.00428505	-0.0216585	-0.0600319	-0.000170759	-0.00012005	-1.88559e-05
181.4	10.8463	5.28253	-0.306516	-0.00407254	-0.0887877	0.00181912	-0.17657	0.463487	0.176604	-1.84427e-05	1.41728e-07	0.000275097	0.00808976	-0.0267743	-0.0622313	-0.000170728	-0.000120961	-2.36053e-05
181.5	10.8287	5.32873	-0.289173	-0.00407523	-0.0887883	0.0018465	-0.175533	0.460504	0.170255	-3.54611e-05	-1.19768e-05	0.000272446	0.0118894	-0.0318703	-0.0643364	-0.000169821	-0.000121334	-2.84431e-05
181.6	10.8113	5.37461	-0.272475	-0.00407962	-0.0887901	0.00187359	-0.174117	0.457013	0.163701	-5.2336e-05	-2.41002e-05	0.000269307	0.0156743	-0.0369332	-0.0663459	-0.000168034	-0.000121168	-3.33642e-05
181.7	10.7939	5.42011	-0.256443	-0.00408569	-0.0887932	0.00190033	-0.172324	0.453019	0.156951	-6.89796e-05	-3.61747e-05	0.00026567	0.0194344	-0.0419498	-0.0682587	-0.00016537	-0.000120463	-3.83625e-05
181.8	10.7768	5.46518	-0.241094	-0.0040934	-0.0887974	0.00192669	-0.170157	0.448526	0.150016	-8.53044e-05	-4.81464e-05	0.00026153	0.02316	-0.046907	-0.0700742	-0.000161834	-0.000119221	-4.34305e-05
181.9	10.7599	5.50979	-0.226448	-0.00410273	-0.0888028	0.00195262	-0.16762	0.443542	0.142906	-0.000101224	-5.99622e-05	0.000256879	0.0268415	-0.051792	-0.0717921	-0.000157438	-0.000117448	-4.85598e-05
182	10.7433	5.55387	-0.212521	-0.00411362	-0.0888093	0.00197804	-0.164718	0.438075	0.135629	-0.000116653	-7.15693e-05	0.000251712	0.0304694	-0.056592	-0.0734125	-0.000152197	-0.000115153	-5.37406e-05
182.1	10.727	5.59738	-0.19933	-0.00412603	-0.0888171	0.00200293	-0.161457	0.432134	0.128197	-0.000131509	-8.29161e-05	0.000246025	0.0340344	-0.0612946	-0.0749358	-0.00014613	-0.000112345	-5.89625e-05
182.2	10.711	5.64027	-0.18689	-0.00413989	-0.0888259	0.00202722	-0.157844	0.425729	0.120618	-0.00014571	-9.39521e-05	0.000239814	0.0375273	-0.0658878	-0.0763626	-0.000139261	-0.000109037	-6.42136e-05
182.3	10.6954	5.6825	-0.175214	-0.00415514	-0.0888358	0.00205087	-0.153887	0.418872	0.112901	-0.000159177	-0.000104628	0.000233076	0.0409393	-0.0703599	-0.0776939	-0.000131618	-0.000105245	-6.94812e-05
