# SeaFEM body kinematics file v.1.0
DataSets	Body data Auto5
SubSets	Movements	Velocities	Accelerations
numResults	18
time[s]	Surge	Sway	Heave	Roll	Pitch	Yaw	Surge_Vel	Sway_Vel	Heave_Vel	Roll_Vel	Pitch_Vel	Yaw_Vel	Surge_Accel	Sway_Accel	Heave_Accel	Roll_Accel	Pitch_Accel	Yaw_Accel
180	12.2375	5.49617	-1.48321	-0.00500367	-0.0886605	0.000381466	-0.00645801	-0.0191439	-0.118654	0.000684077	-0.000584065	-0.000389913	0.0173797	0.0876978	0.00327919	0.000366266	-0.000197816	0.000883657
180.1	12.237	5.49469	-1.49508	-0.0049335	-0.0887198	0.000346912	-0.00473871	-0.0105062	-0.118621	0.000719376	-0.00060252	-0.000301176	0.0170684	0.0854977	-0.00163982	0.000344144	-0.000175698	0.000889839
180.2	12.2366	5.49406	-1.50696	-0.00485991	-0.0887809	0.000321243	-0.00307315	-0.00212755	-0.119071	0.000752347	-0.000618709	-0.000212192	0.0163805	0.0826452	-0.00640411	0.000320089	-0.000152684	0.000889847
180.3	12.2363	5.49425	-1.51891	-0.00478316	-0.0888435	0.000304455	-0.00149847	0.00592751	-0.119986	0.000782801	-0.000632549	-0.000123575	0.0153242	0.0791542	-0.0109915	0.000294171	-0.000128881	0.000883716
180.4	12.2363	5.49522	-1.53098	-0.00470349	-0.0889073	0.000296479	-5.09377e-05	0.0135962	-0.121349	0.000810556	-0.000643968	-3.59353e-05	0.0139095	0.0750417	-0.0153811	0.000266468	-0.00010439	0.000871519
180.5	12.2363	5.49694	-1.5432	-0.00462119	-0.0889721	0.000297188	0.00123433	0.0208175	-0.123137	0.000835439	-0.000652902	5.01278e-05	0.0121482	0.0703278	-0.0195536	0.00023707	-7.93225e-05	0.000853373
180.6	12.2365	5.49936	-1.55563	-0.00453656	-0.0890377	0.000306395	0.00232352	0.0275328	-0.125329	0.000857287	-0.000659303	0.000134029	0.0100544	0.0650355	-0.0234907	0.000206082	-5.37907e-05	0.000829439
180.7	12.2368	5.50242	-1.56829	-0.0044499	-0.0891039	0.000323856	0.00318432	0.0336856	-0.127899	0.000875947	-0.000663129	0.000215202	0.0076436	0.0591908	-0.0271758	0.000173618	-2.79121e-05	0.000799916
180.8	12.2371	5.50607	-1.58123	-0.00436153	-0.0891702	0.00034927	0.00378606	0.0392226	-0.130822	0.00089128	-0.000664354	0.000293101	0.00493331	0.0528224	-0.0305935	0.000139798	-1.79916e-06	0.000765042
180.9	12.2375	5.51023	-1.59447	-0.00427181	-0.0892366	0.000382285	0.00409994	0.0440932	-0.134069	0.000903159	-0.000662961	0.000367208	0.00194241	0.0459616	-0.0337304	0.000104784	2.44098e-05	0.000725097
181	12.2379	5.51485	-1.60805	-0.00418108	-0.0893027	0.000422496	0.00409912	0.0482502	-0.137613	0.000911472	-0.000658948	0.000437035	-0.00130851	0.0386423	-0.0365745	6.87027e-05	5.06077e-05	0.000680388
181.1	12.2383	5.51984	-1.62201	-0.0040897	-0.0893683	0.000469453	0.00375892	0.0516499	-0.141423	0.000916124	-0.000652324	0.000502127	-0.00479764	0.0309005	-0.0391154	3.17243e-05	7.66633e-05	0.000631263
181.2	12.2387	5.52514	-1.63635	-0.00399805	-0.089433	0.000522661	0.00305691	0.0542524	-0.145468	0.000917034	-0.00064311	0.000562063	-0.00850183	0.0227743	-0.0413445	-5.98457e-06	0.000102454	0.000578095
181.3	12.2389	5.53065	-1.65111	-0.00390649	-0.0894968	0.000581586	0.00197302	0.0560216	-0.149717	0.00091414	-0.000631341	0.000616464	-0.0123969	0.0143039	-0.043255	-4.4246e-05	0.000127854	0.000521286
181.4	12.239	5.5363	-1.6663	-0.00381541	-0.0895592	0.000645657	0.000489696	0.0569256	-0.154138	0.000907397	-0.000617062	0.000664991	-0.0164575	0.00553096	-0.0448418	-8.28751e-05	0.000152742	0.000461263
181.5	12.239	5.54199	-1.68194	-0.00372521	-0.08962	0.000714273	-0.00140807	0.0569368	-0.158698	0.000896781	-0.000600333	0.00070735	-0.0206577	-0.00350117	-0.0461013	-0.00012168	0.000176996	0.000398474
181.6	12.2387	5.54764	-1.69805	-0.00363625	-0.0896791	0.000786803	-0.00373262	0.0560319	-0.163364	0.000882286	-0.000581223	0.000743292	-0.0249707	-0.012748	-0.047032	-0.000160464	0.000200495	0.000333384
181.7	12.2382	5.55315	-1.71462	-0.00354894	-0.0897362	0.000862597	-0.0064936	0.0541921	-0.168103	0.000863927	-0.000559816	0.000772616	-0.0293692	-0.0221639	-0.0476339	-0.000199018	0.00022312	0.000266474
181.8	12.2374	5.55843	-1.73167	-0.00346366	-0.089791	0.000940984	-0.0096979	0.0514034	-0.172883	0.000841735	-0.000536205	0.000795169	-0.0338255	-0.0317025	-0.0479087	-0.000237176	0.000244778	0.000198232
181.9	12.2363	5.56338	-1.7492	-0.00338079	-0.0898433	0.00102128	-0.0133496	0.0476563	-0.177671	0.000815769	-0.000510494	0.000810848	-0.0383117	-0.0413168	-0.0478598	-0.000274662	0.000265324	0.00012916
182	12.2347	5.56791	-1.7672	-0.00330069	-0.089893	0.0011028	-0.0174501	0.042946	-0.182435	0.000786101	-0.0004828	0.0008196	-0.0427997	-0.0509597	-0.0474921	-0.000311345	0.000284693	5.97565e-05
182.1	12.2328	5.57192	-1.78568	-0.00322375	-0.0899398	0.00118485	-0.0219978	0.0372726	-0.187143	0.000752831	-0.000453247	0.000821422	-0.0472617	-0.0605837	-0.0468122	-0.000346946	0.000302749	-9.47149e-06
182.2	12.2303	5.57532	-1.80463	-0.0031503	-0.0899835	0.00126674	-0.0269884	0.0306408	-0.191765	0.000716072	-0.00042197	0.00081636	-0.0516696	-0.0701416	-0.045828	-0.000381351	0.000319444	-7.80386e-05
182.3	12.2273	5.578	-1.82403	-0.0030807	-0.0900241	0.00134778	-0.032415	0.0230599	-0.196271	0.000675962	-0.000389114	0.000804512	-0.0559965	-0.0795866	-0.044549	-0.000414267	0.000334648	-0.000145439
