# SeaFEM body kinematics file v.1.0
DataSets	Body data Auto5
SubSets	Movements	Velocities	Accelerations
numResults	18
time[s]	Surge	Sway	Heave	Roll	Pitch	Yaw	Surge_Vel	Sway_Vel	Heave_Vel	Roll_Vel	Pitch_Vel	Yaw_Vel	Surge_Accel	Sway_Accel	Heave_Accel	Roll_Accel	Pitch_Accel	Yaw_Accel
180	11.2956	4.8997	-0.153825	-0.00413367	-0.0887744	0.00241719	0.101737	0.832185	0.389797	0.000436076	5.85849e-06	-0.000853413	-0.0267278	0.0885311	-0.0430597	-0.000146641	-9.70552e-05	-0.000408735
180.1	11.3056	4.98333	-0.115075	-0.00409085	-0.0887743	0.00232992	0.0990972	0.840475	0.385198	0.000420181	-3.86507e-06	-0.000892	-0.0261734	0.0791452	-0.0479365	-0.000167154	-9.73558e-05	-0.000370638
180.2	11.3154	5.06775	-0.0768097	-0.00404973	-0.0887752	0.00223899	0.0965162	0.847811	0.380117	0.000402273	-1.35896e-05	-0.000926654	-0.0255685	0.0695027	-0.0527201	-0.000187029	-9.71712e-05	-0.000330472
180.3	11.3249	5.15285	-0.0390758	-0.0040105	-0.088777	0.0021448	0.0939986	0.854168	0.374564	0.00038242	-2.32671e-05	-0.000957179	-0.0249143	0.0596248	-0.0574044	-0.000206191	-9.65113e-05	-0.000288428
180.4	11.3342	5.23853	-0.00192024	-0.00397334	-0.0887798	0.00204777	0.0915493	0.859525	0.368549	0.000360701	-3.28505e-05	-0.000983398	-0.0242122	0.0495368	-0.0619823	-0.000224525	-9.53828e-05	-0.000244708
180.5	11.3432	5.3247	0.0346113	-0.00393845	-0.0887836	0.00194834	0.089173	0.863863	0.362083	0.000337204	-4.22936e-05	-0.00100516	-0.0234635	0.0392637	-0.0664479	-0.000241934	-9.3796e-05	-0.000199525
180.6	11.352	5.41125	0.0704742	-0.00390599	-0.0887883	0.00184697	0.0868743	0.867163	0.355177	0.000312028	-5.15512e-05	-0.00102233	-0.0226698	0.0288319	-0.0707958	-0.000258324	-9.17634e-05	-0.000153098
180.7	11.3606	5.49808	0.105625	-0.00387612	-0.0887939	0.00174412	0.0846575	0.869413	0.347844	0.000285278	-6.05798e-05	-0.00103479	-0.0218327	0.0182682	-0.0750207	-0.000273601	-8.92996e-05	-0.000105655
180.8	11.369	5.58508	0.140022	-0.003849	-0.0888004	0.00164025	0.082527	0.870599	0.340096	0.000257074	-6.9337e-05	-0.00104246	-0.0209539	0.00759998	-0.0791182	-0.000287681	-8.64212e-05	-5.74274e-05
180.9	11.3771	5.67214	0.173624	-0.00382477	-0.0888077	0.00153587	0.0804867	0.870715	0.331946	0.000227538	-7.77827e-05	-0.00104528	-0.0200352	-0.00314473	-0.0830843	-0.000300481	-8.31469e-05	-8.65484e-06
181	11.3851	5.75917	0.206392	-0.00380356	-0.0888159	0.00143145	0.0785406	0.869753	0.323408	0.000196803	-8.58784e-05	-0.0010432	-0.0190786	-0.0139376	-0.0869154	-0.000311928	-7.94972e-05	4.04217e-05
181.1	11.3928	5.84604	0.238287	-0.00378547	-0.0888249	0.00132748	0.0766923	0.86771	0.314495	0.000165008	-9.35879e-05	-0.00103621	-0.0180859	-0.02475	-0.0906088	-0.000321951	-7.54943e-05	8.95583e-05
181.2	11.4004	5.93266	0.269272	-0.0037706	-0.0888346	0.00122445	0.0749453	0.864587	0.305221	0.000132301	-0.000100877	-0.00102431	-0.0170594	-0.0355533	-0.0941619	-0.000330488	-7.11619e-05	0.00013851
181.3	11.4078	6.0189	0.299313	-0.00375904	-0.088845	0.00112286	0.0733028	0.860386	0.2956	9.88326e-05	-0.000107715	-0.00100755	-0.0160011	-0.0463185	-0.0975729	-0.000337484	-6.65254e-05	0.000187031
181.4	11.4151	6.10468	0.328376	-0.00375086	-0.0888561	0.00102318	0.071768	0.855112	0.285647	6.47598e-05	-0.000114073	-0.000985978	-0.0149134	-0.057017	-0.100841	-0.000342891	-6.16115e-05	0.000234878
181.5	11.4222	6.18987	0.356427	-0.00374611	-0.0888678	0.000925903	0.0703435	0.848774	0.275375	3.02441e-05	-0.000119924	-0.000959674	-0.0137986	-0.0676202	-0.103964	-0.000346667	-5.64481e-05	0.00028181
181.6	11.4291	6.27438	0.383435	-0.00374483	-0.0888801	0.000831483	0.069032	0.841383	0.2648	-4.54943e-06	-0.000125246	-0.000928747	-0.0126593	-0.0781	-0.106943	-0.000348781	-5.1064e-05	0.000327589
181.7	11.436	6.3581	0.409372	-0.00374703	-0.0888929	0.000740381	0.0678358	0.832953	0.253936	-3.94531e-05	-0.000130018	-0.000893324	-0.0114979	-0.0884286	-0.109778	-0.000349207	-4.54893e-05	0.000371983
181.8	11.4427	6.44092	0.434209	-0.00375272	-0.0889061	0.000653038	0.0667568	0.823502	0.242797	-7.4297e-05	-0.000134223	-0.000853559	-0.0103171	-0.0985789	-0.112469	-0.000347928	-3.97544e-05	0.000414764
181.9	11.4494	6.52275	0.457918	-0.00376188	-0.0889197	0.00056988	0.065797	0.813047	0.231397	-0.00010891	-0.000137847	-0.000809625	-0.00911958	-0.108524	-0.115018	-0.000344937	-3.38906e-05	0.000455715
182	11.4559	6.60348	0.480476	-0.00377448	-0.0889336	0.000491313	0.0649577	0.801612	0.21975	-0.000143122	-0.000140878	-0.00076172	-0.00790819	-0.118239	-0.117426	-0.000340233	-2.79294e-05	0.000494623
182.1	11.4623	6.68302	0.501857	-0.00379047	-0.0889478	0.000417725	0.0642402	0.78922	0.207872	-0.000176761	-0.000143309	-0.000710057	-0.00668578	-0.127698	-0.119696	-0.000333825	-2.19029e-05	0.000531287
182.2	11.4687	6.76128	0.522039	-0.00380979	-0.0889622	0.00034948	0.0636455	0.7759	0.195774	-0.000209657	-0.000145136	-0.000654875	-0.00545527	-0.136877	-0.121829	-0.000325732	-1.58433e-05	0.000565516
182.3	11.4751	6.83815	0.541001	-0.00383236	-0.0889768	0.000286915	0.0631741	0.761679	0.183471	-0.000241645	-0.000146357	-0.000596427	-0.00421966	-0.145755	-0.12383	-0.000315977	-9.7821e-06	0.00059713
182.4	11.4814	6.91357	0.558723	-0.00385807	-0.0889915	0.000230346	0.0628264	0.746591	0.170976	-0.00027256	-0.000146973	-0.000534984	-0.00298202	-0.154309	-0.125701	-0.000304596	-3.75139e-06	0.000625962
182.5	11.4877	6.98743	0.575187	-0.00388681	-0.0890062	0.000180055	0.0626024	0.730667	0.158301	-0.000302242	-0.00014699	-0.000470834	-0.00174546	-0.162519	-0.127445	-0.000291631	2.21724e-06	0.000651857
182.6	11.4939	7.05966	0.590375	-0.00391845	-0.0890208	0.0001363	0.0625018	0.713944	0.145459	-0.000330535	-0.000146416	-0.000404279	-0.000513115	-0.170366	-0.129067	-0.000277132	8.09389e-06	0.000674674
182.7	11.5002	7.13018	0.604271	-0.00395284	-0.0890354	9.93051e-05	0.062524	0.69646	0.132462	-0.00035729	-0.000145261	-0.000335635	0.0007118	-0.177833	-0.130571	-0.000261158	1.38473e-05	0.000694289
182.8	11.5064	7.19892	0.61686	-0.00398982	-0.0890499	6.92624e-05	0.062668	0.678252	0.119322	-0.000382363	-0.00014354	-0.000265228	0.00192606	-0.184903	-0.131961	-0.000243776	1.94486e-05	0.00071059
182.9	11.5127	7.2658	0.628129	-0.00402922	-0.0890641	4.63315e-05	0.0629326	0.659362	0.106049	-0.000405617	-0.00014127	-0.000193395	0.00312642	-0.191564	-0.133242	-0.000225059	2.48695e-05	0.000723483
183	11.519	7.33076	0.638064	-0.00407085	-0.0890781	3.06379e-05	0.0633163	0.639832	0.0926543	-0.000426925	-0.000138471	-0.000120483	0.00430961	-0.197801	-0.134418	-0.000205087	3.00823e-05	0.00073289
183.1	11.5254	7.39373	0.646654	-0.0041145	-0.0890918	2.22718e-05	0.063817	0.619703	0.0791479	-0.000446165	-0.000135164	-4.68419e-05	0.00547234	-0.203604	-0.135494	-0.00018395	3.50611e-05	0.000738751
183.2	11.5318	7.45467	0.653889	-0.00415997	-0.0891051	2.12882e-05	0.0644326	0.599021	0.0655395	-0.000463227	-0.000131374	2.71693e-05	0.00661134	-0.208964	-0.136477	-0.000161736	3.97825e-05	0.000741018
183.3	11.5383	7.51351	0.659757	-0.00420703	-0.089118	2.77062e-05	0.0651604	0.57783	0.0518383	-0.00047801	-0.00012713	0.00010119	0.00772333	-0.213874	-0.137369	-0.000138561	4.42197e-05	0.000739671
183.4	11.5448	7.57021	0.664252	-0.00425545	-0.0891305	4.15085e-05	0.0659976	0.556176	0.038053	-0.000490423	-0.00012246	0.000174859	0.00880505	-0.218327	-0.138177	-0.000114506	4.8356e-05	0.000734694
183.5	11.5515	7.62473	0.667364	-0.00430499	-0.0891425	6.26419e-05	0.066941	0.534103	0.0241916	-0.000500386	-0.000117395	0.000247813	0.00985328	-0.222321	-0.138905	-8.97057e-05	5.21672e-05	0.000726102
183.6	11.5582	7.67701	0.669087	-0.0043554	-0.089154	9.10168e-05	0.0679871	0.511659	0.0102619	-0.000507829	-0.00011197	0.000319692	0.0108648	-0.225853	-0.139558	-6.42557e-05	5.56382e-05	0.000713917
183.7	11.5651	7.72704	0.669413	-0.00440643	-0.0891649	0.000126508	0.0691319	0.48889	-0.00372893	-0.000512697	-0.00010622	0.00039014	0.0118365	-0.228923	-0.140142	-3.8283e-05	5.87513e-05	0.000698187
183.8	11.572	7.77478	0.668338	-0.00445781	-0.0891752	0.000168955	0.0703712	0.465841	-0.0177743	-0.000514943	-0.00010018	0.000458806	0.0127653	-0.231533	-0.140661	-1.19192e-05	6.14913e-05	0.000678974
