# SeaFEM body kinematics file v.1.0
DataSets	Body data Auto5
SubSets	Movements	Velocities	Accelerations
numResults	18
time[s]	Surge	Sway	Heave	Roll	Pitch	Yaw	Surge_Vel	Sway_Vel	Heave_Vel	Roll_Vel	Pitch_Vel	Yaw_Vel	Surge_Accel	Sway_Accel	Heave_Accel	Roll_Accel	Pitch_Accel	Yaw_Accel
180	11.2516	4.33729	-1.2939	-0.00375648	-0.0888348	0.000857826	0.0636377	0.0959381	-0.0236371	-0.000158345	-0.000139189	0.000290431	0.00315023	-0.0129941	-0.00471713	-0.000298552	-8.22342e-05	0.000613922
180.1	11.2579	4.34681	-1.29629	-0.00377379	-0.0888491	0.000889821	0.0639896	0.0944661	-0.0240751	-0.000187738	-0.000147283	0.000349489	0.00376497	-0.0158704	-0.00415469	-0.000290835	-8.0081e-05	0.000575022
180.2	11.2644	4.35617	-1.29871	-0.00379398	-0.0888642	0.000927504	0.0644012	0.0927143	-0.0244562	-0.00021625	-0.000155166	0.000404197	0.00434944	-0.0186173	-0.00358149	-0.000281314	-7.79884e-05	0.000528444
180.3	11.2708	4.36534	-1.30118	-0.00381698	-0.0888801	0.000970403	0.0648691	0.090696	-0.0247793	-0.000243704	-0.000162843	0.000453818	0.00489844	-0.0212254	-0.00299813	-0.000270031	-7.59499e-05	0.000474735
180.4	11.2773	4.3743	-1.30367	-0.00384266	-0.0888968	0.00101798	0.0653894	0.0884258	-0.0250435	-0.000269927	-0.000170317	0.000497681	0.00540726	-0.0236872	-0.00240486	-0.00025703	-7.39457e-05	0.000414556
180.5	11.2839	4.38301	-1.30618	-0.0038709	-0.0889142	0.00106962	0.065958	0.0859185	-0.0252478	-0.000294751	-0.000177592	0.000535184	0.00587177	-0.0259973	-0.00180147	-0.000242368	-7.19474e-05	0.000348675
180.6	11.2905	4.39147	-1.30871	-0.00390153	-0.0889323	0.00112467	0.0665702	0.0831895	-0.0253911	-0.000318012	-0.000184665	0.000565808	0.00628864	-0.0281519	-0.0011873	-0.000226114	-6.99169e-05	0.00027795
180.7	11.2972	4.39964	-1.31126	-0.00393441	-0.0889511	0.00118241	0.0672211	0.0802545	-0.0254723	-0.000339558	-0.00019153	0.000589125	0.00665542	-0.030149	-0.000561389	-0.00020835	-6.78094e-05	0.000203327
180.8	11.304	4.40751	-1.3138	-0.00396935	-0.0889706	0.00124211	0.0679055	0.0771292	-0.0254901	-0.000359242	-0.000198177	0.000604808	0.00697063	-0.0319882	7.75886e-05	-0.000189166	-6.55713e-05	0.000125817
180.9	11.3108	4.41506	-1.31635	-0.00400616	-0.0889907	0.00130298	0.0686184	0.0738295	-0.0254431	-0.000376928	-0.000204588	0.000612629	0.00723382	-0.0336701	0.000731174	-0.000168667	-6.3145e-05	4.6486e-05
181	11.3177	4.42227	-1.31889	-0.00404463	-0.0890115	0.00136423	0.0693545	0.0703709	-0.0253298	-0.000392493	-0.000210742	0.000612475	0.00744559	-0.0351963	0.00140103	-0.000146965	-6.04668e-05	-3.35621e-05
181.1	11.3247	4.42912	-1.32141	-0.00408455	-0.0890329	0.00142507	0.0701088	0.0667689	-0.0251484	-0.000405823	-0.000216609	0.00060434	0.00760756	-0.036569	0.00208896	-0.000124187	-5.74717e-05	-0.000113203
181.2	11.3317	4.43561	-1.32392	-0.00412568	-0.0890548	0.0014847	0.0708764	0.0630387	-0.0248971	-0.000416819	-0.000222154	0.000588334	0.00772235	-0.0377911	0.00279671	-0.000100482	-5.40991e-05	-0.000191308
181.3	11.3388	4.44173	-1.32639	-0.00416779	-0.0890773	0.00154235	0.0716529	0.0591951	-0.0245736	-0.000425398	-0.000227335	0.000564676	0.0077934	-0.0388653	0.00352593	-7.59875e-05	-5.02824e-05	-0.000266766
181.4	11.346	4.44745	-1.32883	-0.00421063	-0.0891003	0.00159726	0.0724341	0.0552528	-0.0241759	-0.000431488	-0.000232104	0.000533695	0.00782495	-0.0397941	0.0042781	-5.08525e-05	-4.59576e-05	-0.0003385
181.5	11.3533	4.45277	-1.33122	-0.00425396	-0.0891237	0.00164874	0.0732164	0.0512263	-0.0237015	-0.000435038	-0.000236406	0.000495826	0.00782181	-0.04058	0.00505437	-2.52562e-05	-4.10756e-05	-0.000405476
181.6	11.3607	4.45769	-1.33356	-0.00429751	-0.0891475	0.00169611	0.0739967	0.0471296	-0.023148	-0.00043601	-0.000240185	0.000451603	0.00778917	-0.0412246	0.00585554	6.27669e-07	-3.55897e-05	-0.000466733
181.7	11.3681	4.4622	-1.33585	-0.00434103	-0.0891717	0.00173877	0.0747722	0.0429769	-0.0225129	-0.000434387	-0.000243376	0.000401651	0.00773244	-0.0417286	0.00668194	2.6636e-05	-2.94548e-05	-0.000521392
181.8	11.3756	4.46628	-1.33806	-0.00438425	-0.0891962	0.00177619	0.0755409	0.0387822	-0.0217936	-0.000430168	-0.000245913	0.000346675	0.00765701	-0.042092	0.00753338	5.25688e-05	-2.26506e-05	-0.000568666
181.9	11.3832	4.46995	-1.3402	-0.00442693	-0.0892208	0.00180789	0.0763013	0.0345597	-0.0209877	-0.00042337	-0.000247728	0.000287455	0.00756797	-0.0423137	0.00840903	7.82507e-05	-1.51572e-05	-0.000607882
182	11.3909	4.47319	-1.34225	-0.0044688	-0.0892457	0.0018335	0.0770522	0.0303237	-0.0200929	-0.00041403	-0.000248753	0.000224831	0.00746997	-0.0423912	0.00930744	0.000103491	-6.97361e-06	-0.000638483
182.1	11.3986	4.47602	-1.34421	-0.00450961	-0.0892705	0.00185273	0.077793	0.0260888	-0.019107	-0.000402204	-0.000248919	0.000159689	0.00736694	-0.0423213	0.0102264	0.000128106	1.88836e-06	-0.000660045
182.2	11.4065	4.47841	-1.34607	-0.00454912	-0.0892954	0.00186536	0.0785234	0.02187	-0.0180282	-0.000387965	-0.000248159	9.29509e-05	0.0072619	-0.0420995	0.0111629	0.000151911	1.14021e-05	-0.000672274
182.3	11.4144	4.48039	-1.34782	-0.00458709	-0.0893201	0.00187129	0.0792433	0.0176828	-0.0168549	-0.000371405	-0.000246411	2.55586e-05	0.00715679	-0.0417204	0.0121133	0.00017473	2.15258e-05	-0.000675022
