# SeaFEM body kinematics file v.1.0
DataSets	Body data Auto5
SubSets	Movements	Velocities	Accelerations
numResults	18
time[s]	Surge	Sway	Heave	Roll	Pitch	Yaw	Surge_Vel	Sway_Vel	Heave_Vel	Roll_Vel	Pitch_Vel	Yaw_Vel	Surge_Accel	Sway_Accel	Heave_Accel	Roll_Accel	Pitch_Accel	Yaw_Accel
180	-5.17427	4.5453	0.28876	-0.00402419	-0.0888943	0.00269748	0.609549	0.995338	0.536865	0.000595756	-0.000343359	-0.000190158	0.0251171	0.118475	-0.0643968	-0.000110671	2.54886e-05	-9.42846e-05
180.1	-5.11321	4.64539	0.342105	-0.00396525	-0.0889284	0.002678	0.611691	1.00641	0.53004	0.000583075	-0.000340027	-0.000199403	0.0189524	0.105494	-0.0708251	-0.000137582	3.85429e-05	-9.12363e-05
180.2	-5.05197	4.74652	0.394736	-0.00390771	-0.0889622	0.00265761	0.61321	1.01616	0.522581	0.000567722	-0.000335397	-0.000208342	0.0126886	0.0921908	-0.0771042	-0.000164155	5.14679e-05	-8.8149e-05
180.3	-4.9906	4.84855	0.44659	-0.00385184	-0.0889955	0.00263635	0.614098	1.02456	0.514503	0.000549739	-0.000329486	-0.000216968	0.00634003	0.0785975	-0.0832273	-0.000190287	6.42077e-05	-8.50063e-05
180.4	-4.92918	4.95136	0.497606	-0.00379789	-0.0890281	0.00261423	0.614347	1.03159	0.505822	0.000529177	-0.000322317	-0.000225276	-7.63452e-05	0.0647516	-0.0891867	-0.000215835	7.66862e-05	-8.17929e-05
180.5	-4.86776	5.0548	0.547725	-0.00374613	-0.0890599	0.00259131	0.613952	1.03722	0.496556	0.000506104	-0.000313919	-0.000233257	-0.00654367	0.0506901	-0.0949763	-0.000240668	8.88352e-05	-7.84927e-05
180.6	-4.80642	5.15873	0.596889	-0.0036968	-0.0890908	0.0025676	0.612907	1.04144	0.486722	0.000480598	-0.00030433	-0.000240902	-0.0130447	0.0364512	-0.10059	-0.000264657	0.000100587	-7.50887e-05
180.7	-4.74521	5.26302	0.645042	-0.00365013	-0.0891207	0.00254315	0.611212	1.04422	0.476337	0.000452751	-0.000293594	-0.0002482	-0.0195617	0.022074	-0.106024	-0.000287671	0.000111873	-7.15655e-05
180.8	-4.68421	5.3675	0.69213	-0.00360636	-0.0891494	0.00251798	0.608865	1.04556	0.465419	0.000422669	-0.000281762	-0.000255136	-0.0260771	0.00759797	-0.111274	-0.000309593	0.000122632	-6.79051e-05
180.9	-4.62347	5.47205	0.7381	-0.0035657	-0.089177	0.00249214	0.605867	1.04545	0.453988	0.000390467	-0.000268888	-0.000261698	-0.032573	-0.00693701	-0.116335	-0.0003303	0.0001328	-6.40919e-05
