# SeaFEM body kinematics file v.1.0
DataSets	Body data Auto5
SubSets	Movements	Velocities	Accelerations
numResults	18
time[s]	Surge	Sway	Heave	Roll	Pitch	Yaw	Surge_Vel	Sway_Vel	Heave_Vel	Roll_Vel	Pitch_Vel	Yaw_Vel	Surge_Accel	Sway_Accel	Heave_Accel	Roll_Accel	Pitch_Accel	Yaw_Accel
180	11.2699	4.67363	-0.598989	-0.00418677	-0.0888782	0.00202286	0.0890522	0.516965	0.235617	0.000259615	-2.35518e-05	-0.000510618	-0.0162554	0.053489	-0.0260347	-8.85439e-05	-5.82122e-05	-0.000247303
180.1	11.2787	4.72557	-0.575567	-0.00416129	-0.0888809	0.00197063	0.0874468	0.521974	0.232837	0.000250017	-2.93843e-05	-0.000533963	-0.0159189	0.0478161	-0.0289836	-0.000100944	-5.83997e-05	-0.000224218
180.2	11.2874	4.77799	-0.552437	-0.00413683	-0.0888841	0.00191619	0.085877	0.526406	0.229765	0.000239202	-3.52179e-05	-0.000554925	-0.0155519	0.0419882	-0.0318761	-0.000112958	-5.82935e-05	-0.000199884
180.3	11.2959	4.83083	-0.529628	-0.00411351	-0.0888879	0.00185977	0.0843456	0.530246	0.226408	0.000227211	-4.10236e-05	-0.000573385	-0.0151552	0.0360179	-0.0347083	-0.000124542	-5.78993e-05	-0.000174414
180.4	11.3042	4.88401	-0.507169	-0.00409144	-0.0888923	0.00180164	0.0828556	0.533482	0.222771	0.000214092	-4.67728e-05	-0.000589237	-0.0147296	0.0299206	-0.0374762	-0.000135626	-5.72213e-05	-0.000147933
180.5	11.3124	4.93749	-0.485088	-0.00407075	-0.0888973	0.00174206	0.0814099	0.536102	0.218861	0.000199898	-5.24376e-05	-0.000602389	-0.0142759	0.0237113	-0.0401762	-0.000146152	-5.62657e-05	-0.00012057
180.6	11.3205	4.9912	-0.463411	-0.00405152	-0.0889028	0.00168131	0.0800111	0.538095	0.214686	0.000184688	-5.79907e-05	-0.000612759	-0.0137952	0.017406	-0.0428048	-0.000156061	-5.504e-05	-9.2458e-05
180.7	11.3285	5.04508	-0.442164	-0.00403386	-0.0889089	0.00161966	0.078662	0.539452	0.210252	0.000168527	-6.34054e-05	-0.000620282	-0.0132884	0.0110209	-0.0453589	-0.000165299	-5.3553e-05	-6.37359e-05
180.8	11.3363	5.09906	-0.421373	-0.00401786	-0.0889155	0.0015574	0.077365	0.540167	0.205568	0.000151487	-6.86565e-05	-0.000624904	-0.0127566	0.00457257	-0.0478359	-0.000173813	-5.18149e-05	-3.45448e-05
180.9	11.3439	5.15308	-0.401063	-0.0040036	-0.0889226	0.00149482	0.0761227	0.540235	0.20064	0.000133641	-7.37193e-05	-0.000626587	-0.0122008	-0.00192212	-0.0502333	-0.000181555	-4.98369e-05	-5.02916e-06
181	11.3515	5.20707	-0.381257	-0.00399116	-0.0889302	0.00143223	0.0749374	0.539651	0.195478	0.00011507	-7.85706e-05	-0.000625309	-0.0116222	-0.00844601	-0.052549	-0.000188478	-4.76314e-05	2.46647e-05
181.1	11.3589	5.26098	-0.361978	-0.00398062	-0.0889383	0.00136991	0.0738112	0.538414	0.190089	9.58584e-05	-8.31886e-05	-0.000621059	-0.0110221	-0.0149818	-0.0547812	-0.000194542	-4.52119e-05	5.43889e-05
181.2	11.3662	5.31472	-0.34325	-0.00397202	-0.0889468	0.00130817	0.0727462	0.536524	0.184482	7.60943e-05	-8.75526e-05	-0.000613843	-0.0104016	-0.0215121	-0.0569285	-0.000199708	-4.25929e-05	8.39953e-05
181.3	11.3735	5.36825	-0.325093	-0.00396542	-0.0889558	0.00124729	0.0717444	0.533983	0.178665	5.58694e-05	-9.16437e-05	-0.000603683	-0.00976224	-0.0280196	-0.0589897	-0.000203942	-3.97897e-05	0.000113336
181.4	11.3806	5.42149	-0.307527	-0.00396086	-0.0889651	0.00118758	0.0708076	0.530793	0.172648	3.52788e-05	-9.54444e-05	-0.000590614	-0.00910526	-0.0344868	-0.0609641	-0.000207216	-3.68185e-05	0.000142263
181.5	11.3876	5.47437	-0.290573	-0.00395838	-0.0889749	0.00112931	0.0699374	0.52696	0.166438	1.44198e-05	-9.89389e-05	-0.000574686	-0.00843214	-0.0408965	-0.0628512	-0.000209506	-3.36963e-05	0.000170631
181.6	11.3946	5.52685	-0.274249	-0.00395799	-0.0889849	0.00107278	0.0691355	0.52249	0.160045	-6.60782e-06	-0.000102113	-0.000555963	-0.00774438	-0.0472316	-0.0646509	-0.00021079	-3.04406e-05	0.000198297
181.7	11.4015	5.57884	-0.258572	-0.0039597	-0.0889953	0.00101826	0.0684031	0.517392	0.153477	-2.77026e-05	-0.000104955	-0.000534524	-0.00704352	-0.0534755	-0.0663632	-0.000211054	-2.70695e-05	0.000225121
181.8	11.4083	5.63029	-0.243561	-0.00396353	-0.0890059	0.000966009	0.0677415	0.511676	0.146744	-4.8762e-05	-0.000107454	-0.000510461	-0.00633115	-0.0596115	-0.0679887	-0.000210288	-2.36016e-05	0.000250966
181.9	11.415	5.68115	-0.229232	-0.00396945	-0.0890167	0.000916293	0.0671517	0.505354	0.139852	-6.96827e-05	-0.000109601	-0.00048388	-0.00560891	-0.0656237	-0.0695281	-0.000208486	-2.0056e-05	0.0002757
182	11.4217	5.73133	-0.215598	-0.00397745	-0.0890278	0.000869354	0.0666346	0.49844	0.132812	-9.03612e-05	-0.000111391	-0.0004549	-0.00487847	-0.0714966	-0.0709824	-0.00020565	-1.64515e-05	0.000299197
182.1	11.4283	5.7808	-0.202676	-0.0039875	-0.089039	0.000825427	0.066191	0.490947	0.125632	-0.000110694	-0.000112817	-0.000423652	-0.00414156	-0.0772149	-0.0723528	-0.000201783	-1.28078e-05	0.000321335
182.2	11.4349	5.8295	-0.190479	-0.00399957	-0.0890503	0.000784731	0.0658213	0.482892	0.118319	-0.000130579	-0.000113878	-0.000390279	-0.00339995	-0.0827645	-0.073641	-0.000196898	-9.14426e-06	0.000342
182.3	11.4415	5.87736	-0.179019	-0.00401359	-0.0890618	0.000747471	0.065526	0.474294	0.110883	-0.000149916	-0.000114573	-0.000354934	-0.00265542	-0.0881313	-0.0748488	-0.000191007	-5.48007e-06	0.000361083
182.4	11.4481	5.92433	-0.168308	-0.00402952	-0.0890732	0.000713836	0.0653052	0.465171	0.10333	-0.000168604	-0.000114902	-0.000317782	-0.0019098	-0.0933026	-0.075978	-0.000184134	-1.83461e-06	0.000378483
182.5	11.4546	5.97036	-0.158358	-0.00404728	-0.0890847	0.000683997	0.0651589	0.455542	0.0956691	-0.000186548	-0.000114869	-0.000278996	-0.00116496	-0.0982658	-0.0770309	-0.000176302	1.77319e-06	0.000394109
182.6	11.4611	6.01541	-0.149179	-0.00406679	-0.0890962	0.00065811	0.065087	0.445431	0.0879073	-0.000203652	-0.000114479	-0.000238759	-0.000422765	-0.10301	-0.0780098	-0.000167543	5.32461e-06	0.000407876
182.7	11.4676	6.05943	-0.140781	-0.00408796	-0.0891076	0.000636309	0.0650889	0.434859	0.0800519	-0.000219828	-0.000113738	-0.000197261	0.000314871	-0.107524	-0.0789174	-0.000157892	8.80146e-06	0.000419709
182.8	11.4741	6.10236	-0.133173	-0.0041107	-0.0891189	0.000618711	0.0651643	0.423851	0.0721098	-0.000234987	-0.000112654	-0.0001547	0.00104603	-0.111798	-0.0797562	-0.000147389	1.2186e-05	0.000429541
182.9	11.4806	6.14418	-0.126363	-0.0041349	-0.0891301	0.000605412	0.0653123	0.412429	0.0640878	-0.000249047	-0.000111239	-0.00011128	0.00176879	-0.115825	-0.0805291	-0.000136078	1.54611e-05	0.000437316
183	11.4872	6.18483	-0.12036	-0.00416045	-0.0891411	0.000596488	0.0655319	0.40062	0.0559923	-0.00026193	-0.000109504	-6.7208e-05	0.00248118	-0.119595	-0.0812389	-0.000124009	1.86102e-05	0.000442986
183.1	11.4937	6.22428	-0.115168	-0.00418722	-0.089152	0.000591993	0.065822	0.38845	0.0478294	-0.000273565	-0.000107463	-2.26976e-05	0.00318128	-0.123103	-0.0818886	-0.000111233	2.16176e-05	0.000446516
183.2	11.5003	6.2625	-0.110797	-0.0042151	-0.0891626	0.00059196	0.0661813	0.375946	0.039605	-0.000283883	-0.00010513	2.20357e-05	0.00386714	-0.126343	-0.0824813	-9.78072e-05	2.44689e-05	0.000447878
